2018-10-31 22:17:38,b'If you are a #Cannabis #Entrepreneur  and are intrested in the vary lucrative Cannabis Biz please join this group o\xe2\x80\xa6 https://t.co/4BSr6hrYmH'
2018-10-31 22:11:17,b'@Tronfoundation Just keep doing what you are doing Justin! I\xe2\x80\x99m a very happy investor! #trx #tron'
2018-10-31 22:08:02,b'To the #moon? #ethereum #startup #consensys #acquires #asteroid #mining #firm \n#instacrypto #instaethereum\xe2\x80\xa6 https://t.co/55vjSq0ktU'
2018-10-31 22:07:28,b'Tron [TRX] creates new transaction record with other developments pushing for mainstream adoption https://t.co/Uy54EzTNi6 #trx'
2018-10-31 22:07:02,b'#ninjapromo to #guide your #ico #project from #beginning to end \n#instabtc #instavenezuela #crypto #trx #bittrex\xe2\x80\xa6 https://t.co/8YJai18Do2'
2018-10-31 22:06:38,b'@justinsuntron I would like to see payments easily made in shops and online with #TRX and especially other #Tron mainnet tokens.'
2018-10-31 22:06:01,b'#eos21 #protocol #bridges the #gap to #ethereum\xe2\x80\x99s #erc20 #tokens \n#ico #trx #bittrex #FreeCoin #cryptonews #AI\xe2\x80\xa6 https://t.co/VbceU5UWFB'
2018-10-31 22:05:07,b'1 TRON = 0.0222 USD. TRON has changed by -0.0001 USD in 30 mins. Live price: https://t.co/GBUAd2B3PS #TRON #trx #cryptocurrency'
2018-10-31 22:04:46,"b'Bitcoin, Ethereum, Ripple, Bitcoin Cash, EOS, Stellar, Litecoin, Cardano, Monero, TRON: Price Analysis, October 31\xe2\x80\xa6 https://t.co/K7fDrChg7F'"
2018-10-31 22:02:02,b'To the #moon? #ethereum #startup #consensys #acquires #asteroid #mining #company \n#instabitcoin #instablockchain\xe2\x80\xa6 https://t.co/PsmIteQyp1'
2018-10-31 22:01:48,b'Binance is TEMPORARILY accepting new users!\nSign up here:\n\nhttps://t.co/OLWoh1b8UV\n\n$VEN $BTG $LSK $ZAP $BTM $BCN\xe2\x80\xa6 https://t.co/wDuSzjrk8m'
2018-10-31 22:00:52,b'Great news !!! #TRON #TRX $TRX https://t.co/t6U0MTpxUc'
2018-10-31 22:00:46,b'QNO #Vaultmex Price Alert \n Time: 2018-11-01 01:00:46\n#QNO 0.00004500BTC\n Change:100.00%\n#instacryptocurrency #ico\xe2\x80\xa6 https://t.co/UxMwPL46kz'
2018-10-31 21:57:50,b'#crypto #altcoin #bounty #airdropalert #blockchain #airdropster #ico #okex #erc20 #btc #eth #iota #trx #airdrops \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xe2\x80\xa6 https://t.co/jeeeTXWVmc'
2018-10-31 21:49:52,"b'If you were to receive a \xf0\x9f\x8e\x81 from @ProtongamingO, what would you choose\xe2\x9d\x93\xf0\x9f\xa4\x94\xf0\x9f\x91\xbd\xf0\x9f\x91\xbe\nShare your \xf0\x9f\x92\xa1\xf0\x9f\x91\x87\n#IGcommunity #IGGalaxy #PRO\xe2\x80\xa6 https://t.co/Fxz7LeHO8o'"
2018-10-31 21:45:00,b'@justinsuntron @joyso_io Seriously when does @justinsuntron sleep!? TRON continuously advancing #TRX \xf0\x9f\x91\x8a'
2018-10-31 21:44:49,b'Damn #Tron is only a year old and about to surpass most #blockchains that have been out 3 times longer ...now thats\xe2\x80\xa6 https://t.co/yMxDpMN3Ud'
2018-10-31 21:41:13,b'UPDATE: bug was found in wallet creation some of you may have not got a wallet! We are working on the issue as I\xe2\x80\x99m\xe2\x80\xa6 https://t.co/7BwH6WrfoW'
2018-10-31 21:39:41,b'#WPR looking good favors for long. consolidation has breakout. Possibility to bounce short is high. #TRX is similla\xe2\x80\xa6 https://t.co/4nktaMtl8K'
2018-10-31 21:37:45,b'@justinsuntron To the moon #trx #tron $trx'
2018-10-31 21:35:19,b'@mishalederman @thacryptomaniac @justinsuntron @BitTorrent Smashing it! #TRON #TRX'
2018-10-31 21:35:06,b'1 TRON = 0.0223 USD. TRON has increased by 0 USD in 30 mins. Live price: https://t.co/GBUAd2B3PS #TRON #trx #cryptocurrency'
2018-10-31 21:31:38,"b'Justin says, ""Blockchain will expand to a broader audience that even doesn\xe2\x80\x99t realize they are using it"" and ""that\xe2\x80\x99s\xe2\x80\xa6 https://t.co/pOp7jhFj1s'"
2018-10-31 21:31:35,b'Buzzin Airdrops! Join Now:\nhttps://t.co/vbB2sMUwfg\n\n#airdrop #bounty #BTC #bitcoin #xrp #freetoken #ethereum\xe2\x80\xa6 https://t.co/2HH4taaMkZ'
2018-10-31 21:31:32,"b'RT Tronfoundation: Justin says, ""Blockchain will expand to a broader audience that even doesn\xe2\x80\x99t realize they are us\xe2\x80\xa6 https://t.co/hcry2NSA5D'"
2018-10-31 21:31:26,b'#TRX\nBuy at #OKEx and sell at #YoBit. Ratio: 1.74%\n#bitcoin #arbitrage #arbitraj #arbingtool \nhttps://t.co/xiFUPzcOcC'
2018-10-31 21:31:26,b'#TRX\nBuy at #Bitfinex and sell at #YoBit. Ratio: 1.70%\nBuy at #Binance and sell at #YoBit. Ratio: 1.85%\nBuy at\xe2\x80\xa6 https://t.co/YMzRZN7HEx'
2018-10-31 21:31:04,"b'Justin says, ""Blockchain will expand to a broader audience that even doesn\xe2\x80\x99t realize they are using it"" and ""that\xe2\x80\x99s\xe2\x80\xa6 https://t.co/Fhi4tigbFL'"
2018-10-31 21:30:32,b'NATURACOIN (400 NC) AIRDROP Token PHASE 2 (200 NC TOKENS PER REFERRAL) #airdrop #bounty #BTC #NEO6 #ETH #freetoken\xe2\x80\xa6 https://t.co/0v2RbtZVmf'
2018-10-31 21:17:26,b'#revolutcard @RevolutApp @justinsuntron\nHi you could add #trx #tron to your card as new cryptocurrency option. You enhance your ratings\xf0\x9f\x91\x8d\xf0\x9f\x92\xaa'
2018-10-31 21:14:27,"b'\xe2\x9a\xa0\xef\xb8\x8fRegister on Buzzin for easy airdrops with a few clicks!\xe2\x9a\xa0\xef\xb8\x8f\nJust watch a clip, follow on social media and earn toke\xe2\x80\xa6 https://t.co/o8yxudED8x'"
2018-10-31 21:12:07,b'Binance has over 13 million users!\nJoin the #1 Crypto Exchange\n\nhttps://t.co/OLWoh1b8UV \n\n$ELA $MAID $POLY $DOCK\xe2\x80\xa6 https://t.co/HXuZwchbmf'
2018-10-31 21:08:17,b'@Official_IGG Many Thanks #IGG #IGGalaxy #Tronics #TRON #TRONSR \n #IGesports #esports #gaming #TRX #GSG #TEG #seg\xe2\x80\xa6 https://t.co/xa7WQdwh3a'
2018-10-31 21:07:03,b'A live stream shortly to speak on the general points of our new bnb project plans and the #strategy for adoption of\xe2\x80\xa6 https://t.co/tTQCF4x5kT'
2018-10-31 21:07:02,b'#tether\xe2\x80\x99s #market #cap has #dropped by more than #$1 #billion in #october \n#instaico #instanews #airdrop #trx\xe2\x80\xa6 https://t.co/2F9yx7qccr'
2018-10-31 21:05:06,b'1 TRON = 0.0222 USD. TRON has changed by -0 USD in 30 mins. Live price: https://t.co/GBUAd2B3PS #TRON #trx #cryptocurrency'
2018-11-01 02:54:54,"b""He verified!  Don't be a punk.  #trx #tron https://t.co/XenUKPAenl"""
2018-11-01 02:53:46,"b""@thacryptomaniac People just don't have a clue as to what is coming when 100 million pirates get to pillage and plu\xe2\x80\xa6 https://t.co/alFn5vcoN5"""
2018-11-01 02:51:50,b'join now!!\nhttps://t.co/3KFMo4Q19D #ICO #airdrop #bounty #BTC #xrp #token #Crypto #ETH #NEO #Blockchain #ripple\xe2\x80\xa6 https://t.co/BYO5FenL1v'
2018-11-01 02:50:50,b'#TRX TO THE FUCKING NORTHERN ANDROMEDA'
2018-11-01 02:49:54,b'Want your #TRON token verified in TronWallet ? Please submit your application form and get verified. TronWallet tok\xe2\x80\xa6 https://t.co/ZNZ5UVj6Ss'
2018-11-01 02:48:28,"b""Hey CT, this is my man T.J.  He owns the @bkpodstudio and he's a mad genius and huge #CRYPTO #Hodler - Part of the\xe2\x80\xa6 https://t.co/xLFz8By3DU"""
2018-11-01 02:48:07,b'Happy Halloween from forex \xf0\x9f\x98\x89\xf0\x9f\x98\x89. Follow to get tips\n#crypto #cryptocurrency #bank #banking #eos #bitcoin #stellar\xe2\x80\xa6 https://t.co/hAEZ59erWw'
2018-11-01 02:39:55,"b""@grubtoken @Tronfoundation @justinsuntron I dont get it.  Set wallet up.   What's the message I sent to send #trx?"""
2018-11-01 02:35:32,b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 #trx \xf0\x9f\x98\x82 let\xe2\x80\x99s go @SDinwiddie_25 https://t.co/nqLrOm4WJb'
2018-11-01 02:31:28,b'#TRX\nBuy at #HitBTC and sell at #YoBit. Ratio: 2.68%\nBuy at #OKEx and sell at #YoBit. Ratio: 2.48%\n#bitcoin\xe2\x80\xa6 https://t.co/NDBZgm656m'
